task_id,task_number,task_dir,status,agent_type,duration_s,returncode,time_to_first_edit_s,commit_count,patch_size_loc,changed_files_count,violations_count,pre_commit,human_commit,success,loc_per_minute,instant_edit,category
vllm_core,1,vllm_core-0001,error,trae,2.2033793926239014,1,,0,,0,0,88f6ba3281f727d5641d362476ae68562b666081,0d243f2a54fbd1c56da8a571f0899c30b6aba5d9,False,0.0,False,failed
vllm_core,3,vllm_core-0003,error,trae,1.9522526264190674,1,,0,,0,0,2b04c209ee98174f29f1fc98f0dc3222d652a7bd,19d98e0c7db96713f0e2201649159431177a56e2,False,0.0,False,failed
vllm_core,4,vllm_core-0004,error,trae,1.9392364025115967,1,,0,,0,0,f1c8520146031a650404a6ab120ee11e91c10bed,21d93c140d0a97af5f0c59e660cf04bd417fd424,False,0.0,False,failed
vllm_core,5,vllm_core-0005,error,trae,1.9578864574432373,1,,0,,0,0,b0e96aaebbfbe8e70478e4192a5a13864ffdefa6,22d33baca2c0c639cfd45c48e99803e56c3efa74,False,0.0,False,failed
vllm_core,6,vllm_core-0006,error,trae,1.9134745597839355,1,,0,,0,0,a6d795d593046abd490b16349bcd9b40feedd334,22dd9c2730dc1124b9d0ac15fff223d0b8d9020b,False,0.0,False,failed
vllm_core,7,vllm_core-0007,error,trae,1.9540331363677979,1,,0,,0,0,d263bd9df7b2f5586910e5d006a11ff11ba7c310,25ebed2f8ca6d747d63f2be9ede023c561851ac8,False,0.0,False,failed
vllm_core,8,vllm_core-0008,error,trae,1.941115140914917,1,,0,,0,0,0032903a5bb7c7c655f52f4efdfcc221947e9ca8,296f927f2493908984707354e3cc5d7b2e41650b,False,0.0,False,failed
vllm_core,42,vllm_core-0042,error,trae,1.9074594974517822,1,,0,,0,0,76b494444fd864ffc53a623420668d1865c804b9,8a4e5c5f3c1d39e924e48a87c9cc6cf382aa3532,False,0.0,False,failed
vllm_core,44,vllm_core-0044,error,trae,1.9695045948028564,1,,0,,0,0,0fca3cdcf265cd375bca684d951702b6b7adf65a,8bc68e198c4c90ddc2e54fa76eb81c2c714bb1cd,False,0.0,False,failed
vllm_core,45,vllm_core-0045,error,trae,1.915745735168457,1,,0,,0,0,5fc5ce0fe45f974fc8840175e8321652238400f0,8c1e77fb585c4f42783a3d88c1efc7c9e15fd89f,False,0.0,False,failed
vllm_core,46,vllm_core-0046,error,trae,1.915531873703003,1,,0,,0,0,388596c91437a51d428a447594e9faec340c29b2,8d75fe48ca5f46b7af0f5201d8500b9604eed769,False,0.0,False,failed
vllm_core,47,vllm_core-0047,error,trae,1.998093843460083,1,,0,,0,0,3257d449fa0fd3e05aa20cc8c5fff79ad101984f,9323a3153b20d4a2ca7ac04a2784609d6ce656e0,False,0.0,False,failed
vllm_core,48,vllm_core-0048,error,trae,1.9241058826446533,1,,0,,0,0,70363bccfac1a6a0818ea577ad9cf8123a0ec3ae,93e5f3c5fb4a4bbd49610efb96aad30df95fca66,False,0.0,False,failed
vllm_core,49,vllm_core-0049,error,trae,1.964599609375,1,,0,,0,0,20478c4d3abcd0aa8a1d9ace9c76ea3a2e04cb5e,9474e89ba4ecae253b585eb6b3e1d85f4e108f01,False,0.0,False,failed
vllm_core,50,vllm_core-0050,error,trae,1.927072286605835,1,,0,,0,0,8c1e77fb585c4f42783a3d88c1efc7c9e15fd89f,98f47f2a4032f8c395268de80858c64ffcfc60fa,False,0.0,False,failed
vllm_core,51,vllm_core-0051,error,trae,1.9396133422851562,1,,0,,0,0,3a1e6481586ed7f079275b5d5072a6e246af691e,99abb8b650c66664cdc84d815b7f306f33bd9881,False,0.0,False,failed
vllm_core,52,vllm_core-0052,error,trae,1.9581761360168457,1,,0,,0,0,3014c920dae5a2360b9b4141395522cc52b59193,9a3b88328f7e434cac35b90ee463de6689f9a833,False,0.0,False,failed
vllm_core,53,vllm_core-0053,error,trae,1.924058437347412,1,,0,,0,0,beebf4742af80296d3c3a657c66d512615c550c1,9badee53decb3d432dc805336abfb0eb81dfb48f,False,0.0,False,failed
vllm_core,54,vllm_core-0054,error,trae,1.960254192352295,1,,0,,0,0,6dd55af6c9dde9174e0616739d783133f5e45d42,9d72daf4ced05a5fec1ad8ea2914a39296f402da,False,0.0,False,failed
vllm_core,55,vllm_core-0055,error,trae,1.957291603088379,1,,0,,0,0,51f8aa90ad409cc77bfab208be7f5907bf7d5330,9ed82e7074a18e25680ab106fc846364ad97bc00,False,0.0,False,failed
