task_id,task_number,status,duration_s,returncode,time_to_first_edit_s,commit_count,patch_size_loc,changed_files_count,violations_count,pre_commit,human_commit,success,loc_per_minute,instant_edit,category
sglang_core,1,success,223.76549196243286,0,196.5767707824707,1,60,2,0,777688b8929c877e4e28c2eac208d776abe4c3af,021f76e4f49861b2e9ea9ccff06a46d577e3c548,True,16.088271557995146,False,clean_success
sglang_core,2,success,138.39875411987305,0,103.2953233718872,1,28,2,0,33b242df303e03886835d08a583fefe979a3ee88,09deb20deef8181a23f66c933ea74b86fee47366,True,12.13883759780728,False,clean_success
sglang_core,3,success,145.8358416557312,0,117.32420873641968,1,150,2,0,c4336b2b60acdc2a835842f5033c05226d211e56,10189d08dde1096f5759316c0a6ff05962714c4b,True,61.713224251456225,False,clean_success
sglang_core,4,success,171.9676477909088,0,159.4382495880127,1,29,1,0,60fdad7cf343333e956a3889c12956396a1516bf,132dad874d2e44592d03a112e4b7d63b153e8346,True,10.118182241555242,False,clean_success
sglang_core,5,success,112.39454197883606,0,94.25638365745544,1,22,2,0,a4d6d6f1ddc9f15bfa904e7e286e3f5ba4ba5a50,148254d4db8bf3bffee23710cd1acbd5711ebd1b,True,11.74434253443158,False,clean_success
sglang_core,6,success,130.84179878234863,0,106.29809188842773,1,120,3,0,ceba0ce4f661722198f6568a54ba20cf06b7e033,187b85b7f38496653948a2aba546d53c09ada0f3,True,55.02828657971129,False,clean_success
sglang_core,7,success,186.21168637275696,0,181.4898340702057,1,140,1,0,6ea1e6ac6e2fa949cebd1b4338f9bfb7036d14fe,1acca3a2c685221cdb181c2abda4f635e1ead435,True,45.10995074275281,False,clean_success
sglang_core,8,success,147.85321640968323,0,126.35751700401306,1,52,2,0,e822e5900b98d89d19e0a293d9ad384f4df2945a,1bf1cf195302fdff14a4321eb8a17831f5c2fc11,True,21.102009653647716,False,clean_success
sglang_core,9,success,321.3017086982727,0,307.918582201004,1,51,1,0,3d7f7a43c87f6c8018cda4a0b46217d628d68e63,205d5cb407f7860c79df870b3f045d74b8292f77,True,9.523758875722562,False,clean_success
sglang_core,10,success,173.51219415664673,0,122.37678146362305,1,31,5,0,87fafa0105316a34b97a2189184d8ab2c80e7474,23c764b18aeb37c42ddedd7468f1a5753df1f232,True,10.719707678417073,False,clean_success
sglang_core,11,success,315.38212180137634,0,299.89442682266235,1,46,8,0,9f2c9568f071bd45edd98d51cc7f1ebbb4ed5e73,25c83fff6a80d9e3d2749f2ead122f96fdc127e9,True,8.751288704114348,False,clean_success
sglang_core,12,success,125.75408387184143,0,112.3518648147583,1,20,1,0,a53fe428f9f569f7b4fee2bb26f7da8a50524b63,25e1816eff104da56f97ce494e255306603fe2f6,True,9.542433637566353,False,clean_success
sglang_core,13,success,360.5351469516754,0,352.05230379104614,1,88,4,0,e3bed74afb1ffbc753c3e53d272ed5b347366a73,2716830802ae8c2428fdacde7c4041b6f7852d68,True,14.644896744859409,False,clean_success
sglang_core,14,success,174.91307711601257,0,167.50478053092957,1,101,5,0,42a2d82ba71dc86ca3b6342c978db450658b750c,2854a5ea9fbb31165936f633ab99915dec760f8d,True,34.645780063549246,False,clean_success
sglang_core,15,success,235.26241874694824,0,219.66379594802856,1,1675,12,0,d5c097a2f9ce139c70e8c08f45a05b6b44067398,2a413829f42b8e8433a3e7cfd91cc9cb241cfbc0,True,427.1825501721943,False,clean_success
sglang_core,16,success,150.3991298675537,0,138.41510486602783,1,46,5,0,96c503eb6029d37f896e91466e23469378dfc3dc,2a754e57b052e249ed4f8572cb6f0069ba6a495e,True,18.35116999965721,False,clean_success
sglang_core,17,success,101.51292490959167,0,91.27485060691833,1,49,1,0,83452dbb4a19c6a2461e972eb2b64a2df9a466b8,2bd18e2d767e3a0f8afb5aff427bc8e6e4d297c0,True,28.961829270690313,False,clean_success
sglang_core,18,success,130.63851022720337,0,103.3091790676117,1,76,2,0,e984d5073bc8a4cd83bbbda0c37a67665a07ce5e,2ed68d7a6c4737618652cfa0288443a5a5d73b14,True,34.90548071980733,False,clean_success
sglang_core,19,success,110.29825282096863,0,97.29416012763977,1,27,1,0,d8189660a9bbd4b5b5fe2526424d42c8ffcf7195,2f42749184ca3679d2bb0361903f46632408f9a2,True,14.687449334573905,False,clean_success
sglang_core,20,success,224.01647448539734,0,201.60489058494568,1,39,2,0,ae6a5b2950227aad2606f156f5152e5f1087f125,31589e177e2df6014607293fb4603cfd63297b67,True,10.445660326435208,False,clean_success
sglang_core,21,success,229.95834231376648,0,203.60867881774902,1,13,2,0,534756749ae4e664f762de2645a4f63ca2901bab,3212c2ad3f7e4fb473dc807b4b176020a778ed5b,True,3.391918693411564,False,clean_success
sglang_core,22,success,139.01897644996643,0,131.3952832221985,1,41,1,0,04f2abcb341037f2587e74c1d04e0b08c4ac65fb,4418f599a54699181b35d89b0def2697cccb721a,True,17.69542592543375,False,clean_success
sglang_core,23,success,222.05103278160095,0,197.59499645233154,1,25,1,0,f08154193ceaa8cfcc672d9cc312784731ec8312,5239d79568f3b5ce55106cb3c9d9bee7cc8e7477,True,6.755203888086979,False,clean_success
sglang_core,24,success,195.3367269039154,0,164.48845744132996,1,51,4,0,5d264a90ac5154d8e368ee558337dd3dd92e720b,564a898ad975192b593be81387d11faf15cb1d3e,True,15.665256854156208,False,clean_success
sglang_core,25,success,232.777104139328,0,218.6564371585846,1,129,2,0,fa7d7fd9e5eccd388c0a2ce3fcb07691425d2260,5e02330137a1ce44f29cc41a4da5f010c4bffec6,True,33.250692883296836,False,clean_success
sglang_core,26,success,251.54089903831482,0,232.69672560691833,1,40,3,0,73fa2d49d539fd67548b0458a365528d3e3b6edc,62757db6f0f09a6dff15b1ee1ac3029602951509,True,9.541191946023979,False,clean_success
sglang_core,27,success,210.97124648094177,0,176.52928948402405,1,45,6,0,5ac8b80677614a9c024740e94f9a087a39eb3499,6a2941f4d037cb5fa7c927342dc7f09387c29ab0,True,12.797952541100932,False,clean_success
sglang_core,28,success,118.60714888572693,0,93.28173017501831,1,60,2,0,b1c8d4e9f31953560f2db45a3b6e68099ef00c13,6b231325b9782555eb8e1cfcf27820003a98382b,True,30.35230198028325,False,clean_success
sglang_core,29,success,110.7267746925354,0,93.28204655647278,2,38,2,1,57eec0bfbce964e347ef2affb999e03416f22325,6b7038babd562de099b583957ff19b78c4689a37,True,20.591225621183973,False,success_with_violations
sglang_core,30,success,214.80400371551514,0,202.61181163787842,1,109,2,0,62cac2c43abb7c2d00be3b93581ab50ab1562a10,6cb00c6398126513e37c43dd975d461765fb44c7,True,30.44635987633419,False,clean_success
sglang_core,31,success,419.8407018184662,0,399.19131731987,1,328,61,0,e9a47f4cb58a5a2fedd7843211684b8e4db3c0c5,6e2da5156176ed2d7fe2445b7c7316bc1650b20a,True,46.874921642326576,False,clean_success
sglang_core,32,success,264.28763151168823,0,236.7071042060852,1,46,4,0,cd6872334e9ead684049b8fccd5f2dac9433b1b4,6f560c761b2fc2f577682d0cfda62630f37a3bb0,True,10.44316748465748,False,clean_success
sglang_core,33,success,257.58794498443604,0,234.70930933952332,1,249,1,0,ad506a4e6bf3d9ac12100d4648c48df76f584c4e,6fc175968c3a9fc0521948aa3636887cd6d84107,True,57.99960864202207,False,clean_success
sglang_core,34,success,121.96518349647522,0,110.33629751205444,1,79,1,0,8609e637a961dd0bd17bbf7f8f81b34cb2f7863a,73b13e69b4207f240650c6b51eba7a7204f64939,True,38.86354994199624,False,clean_success
sglang_core,35,success,187.26313662528992,0,156.46884751319885,1,204,1,0,cfca4e0ed2cf4a97c2ee3b668f7115b59db0028a,79961afa8281f98f380d11db45c8d4b6e66a574f,True,65.36257066168882,False,clean_success
sglang_core,36,success,97.33750104904175,0,91.27765917778015,1,44,1,0,efb099cdee90b9ad332fcda96d89dd91ddebe072,7ce36068914503c3a53ad7be23ab29831fb8aa63,True,27.122126328986848,False,clean_success
sglang_core,37,success,142.70046877861023,0,128.38468861579895,1,52,4,0,92823069c471928beb312b750c8c4f586d32f607,86a876d883a7c7a0e2b0fca5ef86e20ab92c0694,True,21.863978630935414,False,clean_success
sglang_core,38,success,124.43825078010559,0,103.31023097038269,1,61,1,0,8f3173d0b0721acc94a39fb654eb46a4f298958d,880221bd3b3e56a4bc2268fe9a9f77f426accf6c,True,29.412178145026914,False,clean_success
sglang_core,39,success,148.66780543327332,0,137.4120433330536,1,101,5,0,05b3bf5e8e4751cf51510198ae2e864c4b11ac2f,8f8f96a6217ea737c94e7429e480196319594459,True,40.76201960699497,False,clean_success
sglang_core,40,success,177.37365555763245,0,152.45801949501038,1,94,1,0,0f75b907c6bf6273dbb813b9e983757dab20751f,912788c095c9306daabc996fd06e59cf062a783b,True,31.797281181744854,False,clean_success
sglang_core,41,success,178.74501585960388,0,169.50272607803345,1,23,4,0,36fc9260a276be963c098a1a0c2402b9a4008922,915140fd18c9ff4193e994e6d756ea762a52240a,True,7.720494993180272,False,clean_success
sglang_core,42,success,221.32429718971252,0,209.62416052818298,1,70,5,0,148254d4db8bf3bffee23710cd1acbd5711ebd1b,9183c23eca51bf76159e81dfd6edf5770796c2d8,True,18.976678355381317,False,clean_success
sglang_core,43,success,265.43714594841003,0,241.71860694885254,1,57,1,0,da19434c2f3cbe4f367f84993da0bcbd84efb6ba,9216b10678a036a1797e19693b0445c889016687,True,12.884406166214227,False,clean_success
sglang_core,44,success,148.47457432746887,0,134.4095549583435,1,64,1,0,db452760e5b2378efd06b1ceb9385d2eeb6d217c,93470a14116a60fe5dd43f0599206e8ccabdc211,True,25.86301403720928,False,clean_success
sglang_core,45,success,149.5597050189972,0,124.37630867958069,1,78,3,0,58d1082e392cabbf26c404cb7ec18e4cb51b99e9,9c064bf78af8558dbc50fbd809f65dcafd6fd965,True,31.29185096617797,False,clean_success
sglang_core,46,success,129.25959086418152,0,122.36981225013733,1,76,1,0,005aad32ad45ce27d73fd39aa1f7e9ba5d8ebb8f,9c088829ee2a28263f36d0814fde448c6090b5bc,True,35.27784646008499,False,clean_success
sglang_core,47,success,185.12850737571716,0,169.51891779899597,1,65,4,0,ebaa2f31996e80e4128b832d70f29f288b59944e,9c745d078e29e153a64300bd07636c7c9c1c42d5,True,21.06644760055767,False,clean_success
sglang_core,48,success,152.19995594024658,0,147.43436455726624,1,102,2,0,8c7279c24e535681478188967b3007916b87b3d0,a191a0e47c2f0b0c8aed28080b9cb78624365e92,True,40.21026131178843,False,clean_success
sglang_core,49,success,186.8026101589203,0,175.50779056549072,1,31,7,0,136c6e0431c2067c3a2a98ad2c77fc89a9cb98e7,a37e1247c183cff86a18f2ed1a075e40704b1c5e,True,9.957034317762613,False,clean_success
sglang_core,50,success,280.1816122531891,0,270.8121614456177,1,53,2,2,89a554181f68554ded136545862757cb3b5d4ae1,a73c4df4387a30bd8cac94f828995bcf3bc2e615,True,11.349781216643008,False,success_with_violations
sglang_core,51,success,199.21797227859497,0,191.57969164848328,1,97,1,0,4c605235aa832f259e148dfbdce08d9e471b5099,a99801e0750f41553fedd02e36f58d835c4d4bd6,True,29.214231695226083,False,clean_success
sglang_core,52,success,239.76713800430298,0,196.58817338943481,2,23,3,1,62f15eea5a0b4266cdae965d0337fd33f6673736,ab4a83b25909aa98330b838a224e4fe5c943e483,True,5.755584403627631,False,success_with_violations
sglang_core,53,success,111.36728143692017,0,95.29143619537354,1,25,1,0,e1792cca2491af86f29782a3b83533a6566ac75b,ac971ff633de330de3ded7f7475caaf7cd5bbdcd,True,13.468946899360374,False,clean_success
sglang_core,54,success,186.71691513061523,0,172.52199983596802,1,43,1,0,39d90449f39731fd56f7f0a2513f172bdfb1d4db,adca585bfb59a6c29cf18393b4a68bd5b4068f08,True,13.817709007216601,False,clean_success
sglang_core,55,success,101.85921812057495,0,91.27739572525024,1,29,1,0,5ab20cceba227479bf5088a3fc95b1b4fe0ac3a9,b170930534acbb9c1619a3c83670a839ceee763a,True,17.082400906909477,False,clean_success
sglang_core,56,success,203.31269645690918,0,187.57287311553955,1,47,1,0,9d5fa68b903d295d2b39201d54905c6801f60f7f,b1e5a33ae337d20e35e966b8d82a02a913d32689,True,13.870260191043608,False,clean_success
sglang_core,57,success,176.4712278842926,0,159.47995781898499,1,334,6,0,30643fed7f92be32540dfcdf9e4310e477ce0f6d,b77a02cdfdb4cd58be3ebc6a66d076832c309cfc,True,113.55958838309714,False,clean_success
sglang_core,58,success,207.51389932632446,0,196.5896873474121,1,75,2,0,45d6592d4053fe8b2b8dc9440f64c900de040d09,bb3a3b6675b1844a13ebe368ad693f3dc75b315b,True,21.685294404899395,False,clean_success
sglang_core,59,success,187.56310653686523,0,171.51680326461792,1,19,3,0,aac531c53b0166bc3883d1f6491f7f0fbb928197,bc3f6db2dd6a84000232aab063a0449b83c07c22,True,6.077954353864015,False,clean_success
sglang_core,60,success,111.57818865776062,0,90.2707736492157,1,122,2,0,f4a8987f6904e4909adb473c52b443a62ba5a4b5,c087ddd6865a52634326a05af66429cb5531cd16,True,65.60421967820564,False,clean_success
sglang_core,61,success,156.7950475215912,0,137.41358828544617,1,11,1,0,f8f9244a61544fd90800d94859ed5609798e100d,c2bd094d6eb621a51a19d6595ddb3ddcc9030970,True,4.209316623403656,False,clean_success
sglang_core,62,success,151.07977604866028,0,140.42902541160583,1,67,1,0,e2cdc8a5b5c6a6d5a68e39d8c3e2a0c46248a2d2,c2f212d672ccaf8a1e5ef09099e981d943600b14,True,26.60845882314007,False,clean_success
sglang_core,63,success,133.60205936431885,0,123.37267088890076,1,39,3,0,9c064bf78af8558dbc50fbd809f65dcafd6fd965,c98e84c21e4313d7d307425ca43e61753a53a9f7,True,17.51470008122453,False,clean_success
sglang_core,64,success,195.36902928352356,0,182.537921667099,1,24,1,0,88799448006996eadd137b6bd6559069410e284a,cd7e32e2cb150fbf216c5c05697139c68bab4a8d,True,7.3706667084384305,False,clean_success
sglang_core,65,success,87.29488015174866,0,77.23411798477173,1,71,2,0,48efec7b052354865aa2f0605a5bf778721f3cbb,d1112d8548eb13c842900b3a8d622345f9737759,True,48.80011281984291,False,clean_success
sglang_core,66,success,140.26975083351135,0,116.35044956207275,1,49,1,0,22a6b9fc051154347b6eb5064d2f6ef9b4dba471,da47621ccc4f8e8381f3249257489d5fe32aff1b,True,20.959615188092393,False,clean_success
sglang_core,67,success,150.32823514938354,0,142.42965412139893,1,23,2,0,10bfce71b35300b61cb9016a544eb79d61352f77,dc1881326f61734a4160620b6e12a5542b756066,True,9.179912200982551,False,clean_success
sglang_core,68,success,184.76595997810364,0,167.49819993972778,1,17,1,0,1e495e08470b6dc56645081f644831e0c620dfa5,dc67d9769382cf83b3e2644a4366d6473445a6c6,True,5.520497390974391,False,clean_success
sglang_core,69,success,146.61332511901855,0,132.40156960487366,1,40,2,0,44aab7f91c350b1c6ecb77a7a34efb98af106cb5,dd1012fcbe2a1fb36c44e10c16f8d0bcd8e9da25,True,16.369589858573324,False,clean_success
sglang_core,70,success,108.74845433235168,0,93.28022360801697,1,11,1,0,6252ade98571c3374d7e7df3430a2bfbddfc5eb3,ddcf9fe3beacd8aed573c711942194dd02350da4,True,6.069051776891839,False,clean_success
sglang_core,71,success,220.40640306472778,0,173.5174777507782,1,119,2,0,ef21729c1d8fdd9575cb2c8aaea96c94481c10fa,df7f61ee7d235936e6663f07813d7c03c4ec1603,True,32.39470315162832,False,clean_success
sglang_core,72,success,182.17972707748413,0,167.50545477867126,1,49,1,0,b04df75acdda5b99999c02820e64b5b005c07159,e3ec6bf4b65a50e26e936a96adc7acc618292002,True,16.137909783724552,False,clean_success
sglang_core,73,success,148.01174139976501,0,113.34335470199585,1,43,1,0,b170930534acbb9c1619a3c83670a839ceee763a,e5db40dcbce67157e005f524bf6a5bea7dcb7f34,True,17.431049561343084,False,clean_success
sglang_core,74,success,132.89100337028503,0,116.34737753868103,1,81,1,0,ca4f1ab89c0c9bdd80fdfabcec52968fbde108bb,e822e5900b98d89d19e0a293d9ad384f4df2945a,True,36.57132444442598,False,clean_success
sglang_core,75,success,270.88696360588074,0,251.75879764556885,1,161,3,0,73600673bb1dd87b6c31d88cef17c9c8a0cce4ad,e88dd482ed4bad37e153deea14583a7e74230e90,True,35.66063080855579,False,clean_success
sglang_core,76,success,332.17573165893555,0,316.9494845867157,1,166,6,0,b146555749f84a684c7cf5e9d2950ca474b82de2,f0653886a5e0fc6a92c879b68ff1cfb30941dd10,True,29.98412903392509,False,clean_success
sglang_core,77,success,197.7246789932251,0,178.5334827899933,1,98,4,0,2cea6146d8735780da602c0dfa0569b0fb5d47ba,f06e90c2cfb41f283a22ee705ca20d2f451aab6e,True,29.73832113391103,False,clean_success
sglang_core,78,success,201.3705027103424,0,188.57011032104492,1,271,4,0,2b3bdc938e6cd8f1190f17cb36a129327df6339e,f08154193ceaa8cfcc672d9cc312784731ec8312,True,80.74668226551974,False,clean_success
sglang_core,79,success,130.5552306175232,0,104.3146767616272,1,45,1,0,2fce449b1c0a6cadde4946984426336621baed22,fbcbb26327e1da685139b3f66cdc75c49ae608c0,True,20.680902536260426,False,clean_success
