task_id,task_number,task_dir,status,agent_type,duration_s,returncode,time_to_first_edit_s,commit_count,patch_size_loc,changed_files_count,violations_count,pre_commit,human_commit,success,loc_per_minute,instant_edit,category
sglang_core,0,sglang_008_205d5cb4,success,trae,1557.9955744743347,0,1356.6071028709412,2,36.0,2,1,3d7f7a43c87f6c8018cda4a0b46217d628d68e63,205d5cb407f7860c79df870b3f045d74b8292f77,True,1.386396749380229,False,success_with_violations
sglang_core,0,sglang_012_27168308,success,trae,1383.4992182254791,1,552.4759955406189,1,59.0,4,0,e3bed74afb1ffbc753c3e53d272ed5b347366a73,2716830802ae8c2428fdacde7c4041b6f7852d68,True,2.5587293099742543,False,clean_success
sglang_core,0,sglang_019_31589e17,success,trae,1391.66690158844,1,1091.917894601822,1,49.0,2,0,ae6a5b2950227aad2606f156f5152e5f1087f125,31589e177e2df6014607293fb4603cfd63297b67,True,2.1125744936840145,False,clean_success
sglang_core,0,sglang_028_6b7038ba,success,trae,975.6021966934204,1,601.6019444465637,1,24.0,1,0,57eec0bfbce964e347ef2affb999e03416f22325,6b7038babd562de099b583957ff19b78c4689a37,True,1.4760114367111405,False,clean_success
sglang_core,0,sglang_033_73b13e69,success,trae,1372.4302489757538,1,1166.076295375824,1,130.0,1,0,8609e637a961dd0bd17bbf7f8f81b34cb2f7863a,73b13e69b4207f240650c6b51eba7a7204f64939,True,5.683348939460602,False,clean_success
sglang_core,0,sglang_034_79961afa,success,trae,2215.088485479355,1,2010.272694826126,1,171.0,1,0,cfca4e0ed2cf4a97c2ee3b668f7115b59db0028a,79961afa8281f98f380d11db45c8d4b6e66a574f,True,4.631869140784997,False,clean_success
sglang_core,0,sglang_035_7ce36068,error,trae,249.03751707077026,0,,0,,0,0,efb099cdee90b9ad332fcda96d89dd91ddebe072,7ce36068914503c3a53ad7be23ab29831fb8aa63,False,0.0,False,failed
sglang_core,0,sglang_036_86a876d8,success,trae,1487.640022277832,1,828.2006371021271,2,60.0,5,1,92823069c471928beb312b750c8c4f586d32f607,86a876d883a7c7a0e2b0fca5ef86e20ab92c0694,True,2.419940271899772,False,success_with_violations
sglang_core,0,sglang_037_880221bd,success,trae,1035.8267912864685,1,685.8235940933228,1,58.0,1,0,8f3173d0b0721acc94a39fb654eb46a4f298958d,880221bd3b3e56a4bc2268fe9a9f77f426accf6c,True,3.3596350560482557,False,clean_success
sglang_core,0,sglang_038_8f8f96a6,success,trae,1492.0078473091125,1,1237.2814526557922,1,25.0,5,0,05b3bf5e8e4751cf51510198ae2e864c4b11ac2f,8f8f96a6217ea737c94e7429e480196319594459,True,1.0053566425306018,False,clean_success
sglang_core,0,sglang_039_912788c0,success,trae,1196.3742697238922,1,1013.6839363574982,1,15.0,1,0,0f75b907c6bf6273dbb813b9e983757dab20751f,912788c095c9306daabc996fd06e59cf062a783b,True,0.7522729490059231,False,clean_success
sglang_core,0,sglang_040_915140fd,success,trae,1980.4621365070343,1,1440.7679960727692,1,15.0,4,0,36fc9260a276be963c098a1a0c2402b9a4008922,915140fd18c9ff4193e994e6d756ea762a52240a,True,0.4544393873580139,False,clean_success
sglang_core,0,sglang_041_9183c23e,success,trae,1775.6260051727295,1,1447.7320501804352,1,47.0,5,0,148254d4db8bf3bffee23710cd1acbd5711ebd1b,9183c23eca51bf76159e81dfd6edf5770796c2d8,True,1.5881722794016389,False,clean_success
sglang_core,0,sglang_042_9216b106,success,trae,1615.0928626060486,0,1166.0773749351501,1,10.0,1,0,da19434c2f3cbe4f367f84993da0bcbd84efb6ba,9216b10678a036a1797e19693b0445c889016687,True,0.3714956668385397,False,clean_success
sglang_core,0,sglang_043_93470a14,success,trae,2086.5453882217407,1,1317.483696937561,1,16.0,1,0,db452760e5b2378efd06b1ceb9385d2eeb6d217c,93470a14116a60fe5dd43f0599206e8ccabdc211,True,0.46009063853538334,False,clean_success
