task_id,task_number,task_dir,status,agent_type,duration_s,returncode,time_to_first_edit_s,commit_count,patch_size_loc,changed_files_count,violations_count,pre_commit,human_commit,success,loc_per_minute,instant_edit,category
vllm_core,3,vllm_bedrock_sonnet45-0003,error,trae,204.00236558914185,0,,0,,0,0,005ae9be6c22dfa2c2c5580b50b41e67faee4a87,0ec82edda59aaf5cf3b07aadf4ecce1aa1131add,False,0.0,False,failed
vllm_core,4,vllm_bedrock_sonnet45-0004,error,trae,222.45194292068481,0,,0,,0,0,2b04c209ee98174f29f1fc98f0dc3222d652a7bd,19d98e0c7db96713f0e2201649159431177a56e2,False,0.0,False,failed
vllm_core,9,vllm_bedrock_sonnet45-0009,error,trae,243.14559769630432,0,,0,13.0,0,0,0032903a5bb7c7c655f52f4efdfcc221947e9ca8,296f927f2493908984707354e3cc5d7b2e41650b,False,3.207954441248992,False,failed
vllm_core,11,vllm_bedrock_sonnet45-0011,error,trae,473.04459619522095,0,,0,30.0,0,0,36fb68f94792a8cec8df5b58bab7ab4d4d6158b4,2a052011ca473a9dc8160f3daa1f5f63a2ad1fe3,False,3.8051380662155525,False,failed
vllm_core,13,vllm_bedrock_sonnet45-0013,error,trae,221.60111951828003,0,,0,2.0,0,0,95baec828f3ee046074dace1d88202a920b7dc15,2f1928354903ae0c6edfe76cc90081eb513ead2c,False,0.541513509773136,False,failed
vllm_core,14,vllm_bedrock_sonnet45-0014,error,trae,216.11934995651245,0,,0,9.0,0,0,a4d577b37944cbfa1bc62e4869667d1e2739d62a,30172b4947c52890b808c6da3a6c7580f55cbb74,False,2.498619397609047,False,failed
vllm_core,16,vllm_bedrock_sonnet45-0016,error,trae,630.458899974823,0,,0,51.0,0,0,a732900efc4eb0d4393e3885d5df8ef3516d4834,310aca88c984983189a57f1b72e3b1dde89fb92f,False,4.85360742805312,False,failed
vllm_core,25,vllm_bedrock_sonnet45-0025,error,trae,210.82769393920898,0,,0,,0,0,56fe4c297c7d9d872eccc19e3edbf1d75e1a30e2,526de822d501c792b051c864ba873a836d78d5bf,False,0.0,False,failed
vllm_core,26,vllm_bedrock_sonnet45-0026,error,trae,175.8903205394745,0,,0,,0,0,067c34a1559400e956311f067ddd185f54207a2b,58eee5f2e05b74eb2cb1a3bbda9c04df4805e4cc,False,0.0,False,failed
vllm_core,27,vllm_bedrock_sonnet45-0027,error,trae,159.86758947372437,0,,0,,0,0,c9e2d644e728e8e93ef2871276ed7a6b39c1d0eb,5e5c8e091eacc16672a0a8265eb5cb0ece85d24b,False,0.0,False,failed
vllm_core,28,vllm_bedrock_sonnet45-0028,error,trae,207.7934010028839,0,,0,,0,0,526078a96c52af678a1ddbdc3ecf78265e358f2b,61b8cea3b42feab021d506e9143551de18f9165c,False,0.0,False,failed
vllm_core,29,vllm_bedrock_sonnet45-0029,error,trae,159.7948055267334,0,,0,,0,0,8d59dbb00044a588cab96bcdc028006ed922eb06,660470e5a36b8e52083615ad7c85e9b4fd4c72ce,False,0.0,False,failed
vllm_core,30,vllm_bedrock_sonnet45-0030,error,trae,188.87159752845764,0,,0,,0,0,5c04bb8b863bfdef8122b193631479315cc764f5,67da5720d4ed2aa1f615ec812031f4f3753b3f62,False,0.0,False,failed
vllm_core,31,vllm_bedrock_sonnet45-0031,error,trae,158.83827209472656,0,,0,,0,0,d3ea50113c08bdd3c5cfda42ec6ecbc72328d7d1,6a417b8600d4d1e57698a91b71a38446e8fc5c45,False,0.0,False,failed
vllm_core,32,vllm_bedrock_sonnet45-0032,error,trae,145.74063992500305,0,,0,,0,0,6a11fdfbb8d6701c7ad38648aead23d8cbe6aac5,6ce01f30667bbae33f112152e07a3b66b841078f,False,0.0,False,failed
vllm_core,33,vllm_bedrock_sonnet45-0033,error,trae,171.92391085624695,0,,0,,0,0,7d94577138e3d4c7bcfd781337ee1e5a2befa685,6d0734c562e759fdb7076d762222b3881e62ab1f,False,0.0,False,failed
vllm_core,34,vllm_bedrock_sonnet45-0034,error,trae,205.84640979766846,0,,0,,0,0,95a178f86120f42d183b3af5ee1ce58ee05c8889,6d646d08a2e0e73e83e313a5ae470c1f9e4f200e,False,0.0,False,failed
vllm_core,35,vllm_bedrock_sonnet45-0035,error,trae,194.85829710960388,0,,0,,0,0,0e74d797ce8618fdb685126e0ff8576fb966e6ad,6dd94dbe94c1820a1e224cba65efcf0befa97995,False,0.0,False,failed
vllm_core,36,vllm_bedrock_sonnet45-0036,error,trae,163.77548551559448,0,,0,,0,0,dd2a6a82e3f41b4673b1dbb24b2e99230ea96981,6e36f4fa6ce64619b9ea94c88a157f5783a63a65,False,0.0,False,failed
vllm_core,37,vllm_bedrock_sonnet45-0037,error,trae,139.88546323776245,0,,0,,0,0,63d635d17962377df089cdc9d4a2684f0b007208,70b808fe1a63322bc6bf5f46a91981a8f6b8af00,False,0.0,False,failed
vllm_core,38,vllm_bedrock_sonnet45-0038,error,trae,201.91655564308167,0,,0,,0,0,f168b85725202915b5719c62b46d310a608b13dd,7661e92ef85e552936195ae4b803e292b9a96776,False,0.0,False,failed
vllm_core,39,vllm_bedrock_sonnet45-0039,error,trae,164.88729166984558,0,,0,,0,0,51e971d39e1272f1c5b070a5da6b38ccfa92fc14,7c01f706418d593b3cf23d2ec9110dca7151c539,False,0.0,False,failed
vllm_core,40,vllm_bedrock_sonnet45-0040,error,trae,232.788147687912,0,,0,,0,0,bd43973522ea17be50e10fbb222a22f673c8067e,80aa7e91fcd547a7a1396f71b9bdce18e5c92245,False,0.0,False,failed
vllm_core,41,vllm_bedrock_sonnet45-0041,error,trae,170.86101269721985,0,,0,,0,0,5eda21e773447d81ffc661ac094716420dc7b7cb,81ede99ca44a5b3518932a07ea4a76a719e7416e,False,0.0,False,failed
vllm_core,42,vllm_bedrock_sonnet45-0042,error,trae,156.82581329345703,0,,0,,0,0,5b8a1fde84224e24ec121e0dc149d775330d911b,83450458339b07765b0e72a822e5fe93eeaf5258,False,0.0,False,failed
vllm_core,43,vllm_bedrock_sonnet45-0043,error,trae,185.77931308746338,0,,0,,0,0,6d917d0eebd03990edf2443780a5f2506026ea78,886936837ca89e5645bc1f71cc0e1492b65b1590,False,0.0,False,failed
vllm_core,44,vllm_bedrock_sonnet45-0044,error,trae,138.83115220069885,0,,0,,0,0,084a01fd3544557990f8af8af6fd3c1185bae848,89a84b0bb7b30706a02836234a94493ea8f780bf,False,0.0,False,failed
vllm_core,45,vllm_bedrock_sonnet45-0045,error,trae,194.96287083625793,0,,0,,0,0,76b494444fd864ffc53a623420668d1865c804b9,8a4e5c5f3c1d39e924e48a87c9cc6cf382aa3532,False,0.0,False,failed
vllm_core,46,vllm_bedrock_sonnet45-0046,error,trae,160.90794730186462,0,,0,,0,0,89ac266b262f08d25ebf25fc66122d1b2367ae64,8aa1485fcff7be3e42300c0615ee0f3f3cbce9a8,False,0.0,False,failed
vllm_core,47,vllm_bedrock_sonnet45-0047,error,trae,206.77167582511902,0,,0,,0,0,0fca3cdcf265cd375bca684d951702b6b7adf65a,8bc68e198c4c90ddc2e54fa76eb81c2c714bb1cd,False,0.0,False,failed
vllm_core,48,vllm_bedrock_sonnet45-0048,error,trae,109.8100802898407,0,,0,,0,0,5fc5ce0fe45f974fc8840175e8321652238400f0,8c1e77fb585c4f42783a3d88c1efc7c9e15fd89f,False,0.0,False,failed
vllm_core,49,vllm_bedrock_sonnet45-0049,error,trae,122.79035425186157,0,,0,,0,0,388596c91437a51d428a447594e9faec340c29b2,8d75fe48ca5f46b7af0f5201d8500b9604eed769,False,0.0,False,failed
vllm_core,50,vllm_bedrock_sonnet45-0050,error,trae,203.7914378643036,0,,0,,0,0,3257d449fa0fd3e05aa20cc8c5fff79ad101984f,9323a3153b20d4a2ca7ac04a2784609d6ce656e0,False,0.0,False,failed
vllm_core,51,vllm_bedrock_sonnet45-0051,error,trae,137.84958934783936,0,,0,,0,0,70363bccfac1a6a0818ea577ad9cf8123a0ec3ae,93e5f3c5fb4a4bbd49610efb96aad30df95fca66,False,0.0,False,failed
vllm_core,52,vllm_bedrock_sonnet45-0052,error,trae,144.80313229560852,0,,0,,0,0,20478c4d3abcd0aa8a1d9ace9c76ea3a2e04cb5e,9474e89ba4ecae253b585eb6b3e1d85f4e108f01,False,0.0,False,failed
vllm_core,53,vllm_bedrock_sonnet45-0053,error,trae,158.81114840507507,0,,0,,0,0,8c1e77fb585c4f42783a3d88c1efc7c9e15fd89f,98f47f2a4032f8c395268de80858c64ffcfc60fa,False,0.0,False,failed
vllm_core,54,vllm_bedrock_sonnet45-0054,error,trae,175.86707043647766,0,,0,,0,0,3a1e6481586ed7f079275b5d5072a6e246af691e,99abb8b650c66664cdc84d815b7f306f33bd9881,False,0.0,False,failed
