run_id,task_dir,task_number,task_id,status,agent_type,agent_subtype,repository,duration_s,returncode,time_to_first_edit_s,commit_count,patch_size_loc,changed_files_count,violations_count,success,instant_edit,clean_success,pathological
sglang_claude_sonnet45-c0645fb7,sglang_025_62757db6,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,564.6798243522644,0,0.0025670528411865234,2,81.0,5,1,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_074_e88dd482,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,150.88203406333923,0,0.0025281906127929688,1,30.0,1,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_003_132dad87,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,306.12043356895447,0,0.0027227401733398438,1,29.0,1,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_037_880221bd,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,248.20037388801575,0,0.0028586387634277344,1,58.0,1,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_036_86a876d8,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,207.74265694618225,0,0.002795696258544922,2,60.0,5,1,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_044_9c064bf7,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,678.0491263866425,0,0.002592802047729492,2,90.0,3,0,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_035_7ce36068,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,388.6345989704132,0,135.37050342559814,1,63.0,1,0,True,False,True,False
sglang_claude_sonnet45-c0645fb7,sglang_005_187b85b7,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,560.9155807495117,0,0.002870321273803711,2,85.0,3,0,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_060_c2bd094d,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,172.86861753463745,0,0.002566099166870117,1,33.0,3,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_071_e3ec6bf4,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,196.8761706352234,0,0.002760648727416992,1,46.0,1,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_043_93470a14,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,775.1609618663788,0,0.002704143524169922,2,100.0,1,0,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_046_9c745d07,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,887.8338296413422,0,0.002153158187866211,2,71.0,4,0,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_011_25e1816e,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,554.800849199295,0,0.002836465835571289,2,38.0,2,0,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_000_021f76e4,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,653.3365035057068,0,0.0029239654541015625,2,39.0,2,0,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_006_1acca3a2,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,216.52013516426086,0,0.0028891563415527344,1,44.0,1,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_009_23c764b1,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,209.48673582077026,0,0.002526521682739258,1,16.0,4,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_041_9183c23e,0,sglang_core,error,trae,TRAE-Bedrock,SGLang,513.8477902412415,0,0.00255584716796875,0,47.0,0,0,False,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_072_e5db40dc,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,138.92700695991516,0,0.0022537708282470703,1,35.0,1,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_031_6f560c76,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,493.89892578125,0,0.0027213096618652344,1,12.0,1,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_047_a191a0e4,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,420.65709114074707,0,0.002778291702270508,2,42.0,2,1,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_061_c2f212d6,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,164.87844586372375,0,0.002337217330932617,1,76.0,1,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_039_912788c0,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,226.89814376831055,0,0.0028870105743408203,1,15.0,1,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_004_148254d4,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,627.2286124229431,0,0.0022878646850585938,1,30.0,2,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_028_6b7038ba,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,651.5866811275482,0,0.002905607223510742,1,24.0,1,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_079_ff00895c,0,sglang_core,error,trae,TRAE-Bedrock,SGLang,173.92424082756042,0,,0,,0,0,False,False,False,False
sglang_claude_sonnet45-c0645fb7,sglang_049_a73c4df4,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,457.60718178749084,0,0.002207040786743164,2,1284.0,21,1,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_030_6e2da515,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,261.86470437049866,0,0.0025568008422851562,2,40.0,5,1,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_066_dc188132,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,145.93627214431763,0,0.0023348331451416016,1,20.0,2,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_022_5239d795,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,191.50545454025269,0,0.0026297569274902344,1,24.0,1,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_033_73b13e69,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,564.2012052536011,0,0.0027365684509277344,2,126.0,1,0,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_021_4418f599,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,479.3359217643738,0,0.0027256011962890625,1,37.0,1,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_065_da47621c,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,202.91428518295288,0,0.00276947021484375,2,40.0,2,1,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_024_5e023301,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,626.2265160083771,0,0.0023033618927001953,2,167.0,2,0,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_008_205d5cb4,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,195.23017263412476,0,0.002254962921142578,2,36.0,2,1,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_076_f06e90c2,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,156.89749789237976,0,0.002537250518798828,1,96.0,4,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_013_2854a5ea,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,277.3467061519623,0,0.002718210220336914,1,29.0,5,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_062_c98e84c2,0,sglang_core,error,trae,TRAE-Bedrock,SGLang,192.8951289653778,0,,0,34.0,0,0,False,False,False,False
sglang_claude_sonnet45-c0645fb7,sglang_027_6b231325,0,sglang_core,error,trae,TRAE-Bedrock,SGLang,252.4944155216217,0,0.0027375221252441406,0,68.0,0,0,False,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_017_2ed68d7a,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,228.67339038848877,0,0.002671957015991211,1,65.0,2,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_019_31589e17,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,576.2141377925873,0,0.0026025772094726562,1,49.0,2,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_057_bb3a3b66,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,172.90680718421936,0,0.002900838851928711,2,36.0,3,1,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_075_f0653886,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,208.88367581367493,0,0.0021719932556152344,1,9.0,4,1,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_051_ab4a83b2,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,641.825127363205,0,0.0024743080139160156,1,42.0,2,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_077_f0815419,0,sglang_core,error,trae,TRAE-Bedrock,SGLang,159.89857506752014,0,,0,,0,0,False,False,False,False
sglang_claude_sonnet45-c0645fb7,sglang_007_1bf1cf19,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,282.1001925468445,0,0.0026106834411621094,1,27.0,2,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_018_2f427491,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,283.713755607605,0,0.002189159393310547,1,12.0,2,1,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_020_3212c2ad,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,649.6895062923431,0,0.002729177474975586,1,11.0,2,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_050_a99801e0,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,961.2157926559448,0,0.0026700496673583984,2,80.0,1,0,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_070_df7f61ee,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,160.9393651485443,0,0.0028836727142333984,1,127.0,2,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_055_b1e5a33a,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,168.89067244529724,0,0.0025839805603027344,1,20.0,1,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_078_fbcbb263,0,sglang_core,error,trae,TRAE-Bedrock,SGLang,165.91923594474792,0,,0,36.0,0,0,False,False,False,False
sglang_claude_sonnet45-c0645fb7,sglang_042_9216b106,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,376.5740122795105,0,0.0026628971099853516,1,10.0,1,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_059_c087ddd6,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,168.9076111316681,0,0.0026106834411621094,1,92.0,2,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_069_ddcf9fe3,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,185.90677499771118,0,0.002994537353515625,2,11.0,2,1,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_038_8f8f96a6,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,327.28533005714417,0,0.002651214599609375,1,25.0,5,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_058_bc3f6db2,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,223.87696933746338,0,0.002717733383178711,1,7.0,2,0,True,True,True,False
sglang_claude_sonnet45-c0645fb7,sglang_032_6fc17596,0,sglang_core,success,trae,TRAE-Bedrock,SGLang,195.61846566200256,0,0.0024251937866210938,2,218.0,2,1,True,True,False,False
sglang_claude_sonnet45-c0645fb7,sglang_073_e822e590,0,sglang_core,error,trae,TRAE-Bedrock,SGLang,172.86757826805115,0,,0,,0,0,False,False,False,False
