task_id,task_number,task_dir,status,agent_type,duration_s,returncode,time_to_first_edit_s,commit_count,patch_size_loc,changed_files_count,violations_count,pre_commit,human_commit,success,loc_per_minute,instant_edit,category
vllm_core,0,vllm_core-0000,success,trae,260.5183935165405,0,0.03228640556335449,1878,492.0,2261,2260,fbefc8a78d22b20eac042c586805c7dcbfc66b1c,015069b01741e9ecb9e604c7fe87fbdfc306ebe5,True,113.31253659878625,True,pathological_failure
vllm_core,1,vllm_core-0001,error,trae,219.8314447402954,0,,0,,0,0,88f6ba3281f727d5641d362476ae68562b666081,0d243f2a54fbd1c56da8a571f0899c30b6aba5d9,False,0.0,False,failed
vllm_core,2,vllm_core-0002,error,trae,233.7422444820404,0,,0,,0,0,005ae9be6c22dfa2c2c5580b50b41e67faee4a87,0ec82edda59aaf5cf3b07aadf4ecce1aa1131add,False,0.0,False,failed
vllm_core,3,vllm_core-0003,error,trae,283.06768798828125,0,,0,,0,0,2b04c209ee98174f29f1fc98f0dc3222d652a7bd,19d98e0c7db96713f0e2201649159431177a56e2,False,0.0,False,failed
vllm_core,4,vllm_core-0004,error,trae,237.3995132446289,0,,0,,0,0,f1c8520146031a650404a6ab120ee11e91c10bed,21d93c140d0a97af5f0c59e660cf04bd417fd424,False,0.0,False,failed
vllm_core,5,vllm_core-0005,error,trae,241.92619729042053,0,,0,,0,0,b0e96aaebbfbe8e70478e4192a5a13864ffdefa6,22d33baca2c0c639cfd45c48e99803e56c3efa74,False,0.0,False,failed
vllm_core,6,vllm_core-0006,error,trae,209.78071236610413,0,,0,,0,0,a6d795d593046abd490b16349bcd9b40feedd334,22dd9c2730dc1124b9d0ac15fff223d0b8d9020b,False,0.0,False,failed
vllm_core,7,vllm_core-0007,error,trae,292.85332679748535,0,,0,,0,0,d263bd9df7b2f5586910e5d006a11ff11ba7c310,25ebed2f8ca6d747d63f2be9ede023c561851ac8,False,0.0,False,failed
vllm_core,8,vllm_core-0008,error,trae,253.14669704437256,0,,0,,0,0,0032903a5bb7c7c655f52f4efdfcc221947e9ca8,296f927f2493908984707354e3cc5d7b2e41650b,False,0.0,False,failed
vllm_core,25,vllm_core-0025,error,trae,158.7510232925415,0,,0,9.0,0,0,067c34a1559400e956311f067ddd185f54207a2b,58eee5f2e05b74eb2cb1a3bbda9c04df4805e4cc,False,3.401552876953143,False,failed
vllm_core,26,vllm_core-0026,error,trae,250.74926137924194,0,,0,,0,0,526078a96c52af678a1ddbdc3ecf78265e358f2b,61b8cea3b42feab021d506e9143551de18f9165c,False,0.0,False,failed
vllm_core,42,vllm_core-0042,error,trae,2712.2534987926483,1,,0,114.0,0,0,76b494444fd864ffc53a623420668d1865c804b9,8a4e5c5f3c1d39e924e48a87c9cc6cf382aa3532,False,2.5218881653373497,False,failed
vllm_core,43,vllm_core-0043,error,trae,2137.7876188755035,1,,0,25.0,0,0,89ac266b262f08d25ebf25fc66122d1b2367ae64,8aa1485fcff7be3e42300c0615ee0f3f3cbce9a8,False,0.7016599716247838,False,failed
vllm_core,44,vllm_core-0044,error,trae,736.4404366016388,1,,0,,0,0,0fca3cdcf265cd375bca684d951702b6b7adf65a,8bc68e198c4c90ddc2e54fa76eb81c2c714bb1cd,False,0.0,False,failed
vllm_core,45,vllm_core-0045,error,trae,190.83425307273865,0,,0,,0,0,5fc5ce0fe45f974fc8840175e8321652238400f0,8c1e77fb585c4f42783a3d88c1efc7c9e15fd89f,False,0.0,False,failed
vllm_core,46,vllm_core-0046,error,trae,170.4621787071228,0,,0,,0,0,388596c91437a51d428a447594e9faec340c29b2,8d75fe48ca5f46b7af0f5201d8500b9604eed769,False,0.0,False,failed
vllm_core,47,vllm_core-0047,error,trae,148.77956581115723,0,,0,,0,0,3257d449fa0fd3e05aa20cc8c5fff79ad101984f,9323a3153b20d4a2ca7ac04a2784609d6ce656e0,False,0.0,False,failed
vllm_core,48,vllm_core-0048,error,trae,167.46072673797607,0,,0,,0,0,70363bccfac1a6a0818ea577ad9cf8123a0ec3ae,93e5f3c5fb4a4bbd49610efb96aad30df95fca66,False,0.0,False,failed
